Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season
21,Male,T-shirt,Clothing,23,South Carolina,Winter
34,Male,Sneakers,Footwear,88,Maryland,Winter
32,Male,Shorts,Clothing,84,California,Fall
48,Male,Coat,Outerwear,37,Montana,Winter
50,Male,Sandals,Footwear,51,Vermont,Fall
26,Male,Pants,Clothing,76,Texas,Winter
57,Male,Sandals,Footwear,60,North Carolina,Spring
65,Male,Gloves,Accessories,72,Florida,Fall
56,Male,T-shirt,Clothing,45,West Virginia,Spring
44,Male,Jacket,Outerwear,84,Illinois,Fall
50,Male,Blouse,Clothing,49,Virginia,Summer
27,Male,Socks,Clothing,22,Virginia,Spring
49,Male,Coat,Outerwear,48,Wyoming,Winter
49,Male,Dress,Clothing,37,South Carolina,Spring
52,Male,Jacket,Outerwear,27,Connecticut,Fall
27,Male,Boots,Footwear,79,Illinois,Spring
53,Male,Skirt,Clothing,98,Alabama,Spring
34,Male,Sandals,Footwear,64,Washington,Summer
33,Male,Coat,Outerwear,32,Alabama,Summer
62,Male,Hoodie,Clothing,74,New Mexico,Winter
38,Male,Jacket,Outerwear,50,Nevada,Winter
36,Male,Backpack,Accessories,64,Nebraska,Winter
31,Male,Backpack,Accessories,29,Arizona,Fall
62,Male,Belt,Accessories,62,Georgia,Summer
29,Male,Coat,Outerwear,78,Idaho,Fall
24,Male,T-shirt,Clothing,94,Missouri,Fall
63,Male,Sunglasses,Accessories,59,Florida,Winter
56,Male,Sneakers,Footwear,47,Minnesota,Summer
63,Male,Gloves,Accessories,57,Maine,Fall
40,Male,Coat,Outerwear,90,Montana,Winter
18,Male,Shirt,Clothing,60,Alaska,Spring
50,Male,Sneakers,Footwear,77,Iowa,Fall
66,Male,Scarf,Accessories,41,Arizona,Fall
25,Male,Jewelry,Accessories,48,Louisiana,Fall
65,Male,Jacket,Outerwear,65,Alabama,Fall
53,Male,Jeans,Clothing,62,Missouri,Summer
61,Male,Shoes,Footwear,99,Idaho,Fall
67,Male,Hoodie,Clothing,58,Florida,Winter
59,Male,Backpack,Accessories,43,Idaho,Fall
55,Male,Sneakers,Footwear,93,Alabama,Spring
21,Male,Blouse,Clothing,50,New Hampshire,Winter
44,Male,Pants,Clothing,88,Utah,Summer
65,Male,Skirt,Clothing,33,Alabama,Fall
65,Male,T-shirt,Clothing,99,Iowa,Fall
54,Male,Jacket,Outerwear,76,Kentucky,Spring
56,Male,Scarf,Accessories,97,South Carolina,Summer
58,Male,Pants,Clothing,68,California,Summer
54,Male,Sneakers,Footwear,79,Maine,Fall
58,Male,Jeans,Clothing,86,Nebraska,Fall
48,Male,Hat,Accessories,68,Washington,Winter
19,Male,Skirt,Clothing,52,Alabama,Fall
69,Male,Sandals,Footwear,90,Maine,Fall
58,Male,Sandals,Footwear,41,California,Winter
49,Male,Sweater,Clothing,80,Iowa,Spring
32,Male,Sweater,Clothing,100,Iowa,Winter
40,Male,Jacket,Outerwear,77,Colorado,Spring
25,Male,Shorts,Clothing,78,California,Spring
70,Male,Socks,Clothing,94,Indiana,Spring
69,Male,Socks,Clothing,23,South Carolina,Fall
45,Male,Hoodie,Clothing,20,Wisconsin,Winter
29,Male,Socks,Clothing,86,Washington,Fall
47,Male,Boots,Footwear,60,South Dakota,Fall
28,Male,Shirt,Clothing,70,Minnesota,Fall
64,Male,Belt,Accessories,39,Alaska,Fall
47,Male,Backpack,Accessories,37,Kentucky,Fall
60,Male,Boots,Footwear,29,North Dakota,Fall
67,Male,Coat,Outerwear,35,Alaska,Winter
35,Male,Hoodie,Clothing,83,Oklahoma,Winter
30,Male,Shoes,Footwear,77,Delaware,Summer
23,Male,Shoes,Footwear,37,Montana,Summer
70,Male,Jewelry,Accessories,69,Alaska,Summer
21,Male,Dress,Clothing,66,California,Winter
51,Male,Boots,Footwear,26,Massachusetts,Spring
22,Male,Hat,Accessories,63,South Carolina,Spring
32,Male,Backpack,Accessories,38,West Virginia,Summer
37,Male,Shoes,Footwear,58,Oregon,Summer
31,Male,Handbag,Accessories,46,Massachusetts,Winter
44,Male,Sunglasses,Accessories,92,West Virginia,Fall
40,Male,Hat,Accessories,32,California,Winter
27,Male,Scarf,Accessories,90,Colorado,Spring
47,Male,Hoodie,Clothing,23,Indiana,Fall
41,Male,Backpack,Accessories,25,Delaware,Fall
51,Male,Sweater,Clothing,54,Ohio,Fall
53,Male,Shorts,Clothing,72,Oklahoma,Summer
43,Male,Scarf,Accessories,33,California,Winter
67,Male,Hat,Accessories,43,New Hampshire,Fall
61,Male,Coat,Outerwear,51,Pennsylvania,Fall
68,Male,Jewelry,Accessories,85,Idaho,Winter
67,Male,Sandals,Footwear,100,Maryland,Summer
29,Male,Gloves,Accessories,72,Pennsylvania,Spring
50,Male,Backpack,Accessories,57,Colorado,Fall
61,Male,Jacket,Outerwear,94,Indiana,Spring
19,Male,Backpack,Accessories,34,Nebraska,Summer
33,Male,Backpack,Accessories,89,Rhode Island,Fall
51,Male,Sunglasses,Accessories,27,Kansas,Fall
69,Male,Socks,Clothing,63,Georgia,Spring
19,Male,Shoes,Footwear,70,Nevada,Fall
55,Male,Pants,Clothing,87,South Carolina,Fall
49,Male,Jewelry,Accessories,79,Delaware,Fall
31,Male,Sunglasses,Accessories,79,New Hampshire,Spring
42,Male,Sandals,Footwear,44,Oregon,Winter
69,Male,Sweater,Clothing,85,Massachusetts,Fall
26,Male,Shoes,Footwear,90,Vermont,Spring
41,Male,Jewelry,Accessories,94,Mississippi,Fall
55,Male,Boots,Footwear,68,Washington,Summer
35,Male,Backpack,Accessories,51,Wyoming,Winter
66,Male,Sandals,Footwear,33,Minnesota,Spring
36,Male,Sneakers,Footwear,60,Ohio,Summer
27,Male,Hoodie,Clothing,59,South Carolina,Fall
41,Male,Handbag,Accessories,30,Wisconsin,Summer
21,Male,Sweater,Clothing,20,Tennessee,Winter
53,Male,Sandals,Footwear,20,Maryland,Summer
54,Male,Dress,Clothing,24,Mississippi,Spring
53,Male,Skirt,Clothing,88,Minnesota,Summer
47,Male,Blouse,Clothing,78,Alaska,Winter
64,Male,Skirt,Clothing,25,Arkansas,Spring
18,Male,Sweater,Clothing,57,Oregon,Winter
68,Male,Backpack,Accessories,93,Louisiana,Summer
62,Male,Hoodie,Clothing,42,Oklahoma,Summer
51,Male,Boots,Footwear,54,Indiana,Spring
54,Male,Blouse,Clothing,70,Mississippi,Summer
22,Male,Hoodie,Clothing,31,Michigan,Winter
53,Male,Pants,Clothing,93,Delaware,Spring
34,Male,Gloves,Accessories,40,Florida,Spring
32,Male,Hat,Accessories,32,Arkansas,Summer
64,Male,Sunglasses,Accessories,27,Minnesota,Winter
20,Male,Scarf,Accessories,68,North Dakota,Winter
24,Male,Handbag,Accessories,59,California,Summer
20,Male,Handbag,Accessories,36,Mississippi,Fall
42,Male,Jeans,Clothing,23,Pennsylvania,Summer
48,Male,Jacket,Outerwear,80,Arizona,Winter
62,Male,Backpack,Accessories,37,Louisiana,Fall
62,Male,Shorts,Clothing,52,Virginia,Spring
50,Male,Coat,Outerwear,79,Montana,Fall
57,Male,Shirt,Clothing,68,Iowa,Fall
24,Male,Gloves,Accessories,98,Illinois,Fall
59,Male,Dress,Clothing,83,Alaska,Fall
63,Male,Pants,Clothing,83,Colorado,Winter
41,Male,Pants,Clothing,55,New Mexico,Spring
35,Male,Hoodie,Clothing,26,Colorado,Winter
34,Male,Sunglasses,Accessories,76,Arizona,Winter
49,Male,T-shirt,Clothing,85,Hawaii,Fall
43,Male,Jacket,Outerwear,89,Illinois,Spring
63,Male,Sweater,Clothing,41,Louisiana,Spring
38,Male,Jacket,Outerwear,30,Iowa,Winter
59,Male,Socks,Clothing,53,Washington,Winter
35,Male,Shirt,Clothing,66,Oklahoma,Spring
48,Male,Jewelry,Accessories,33,Washington,Winter
64,Male,Sunglasses,Accessories,86,Arkansas,Spring
28,Male,Pants,Clothing,60,Connecticut,Winter
60,Male,Socks,Clothing,62,Washington,Summer
27,Male,Blouse,Clothing,74,Maine,Fall
56,Male,Sandals,Footwear,95,Michigan,Fall
58,Male,Sneakers,Footwear,25,Tennessee,Spring
30,Male,Shirt,Clothing,59,Louisiana,Winter
23,Male,Jacket,Outerwear,29,Missouri,Summer
33,Male,Sandals,Footwear,36,Michigan,Winter
63,Male,Hat,Accessories,82,Alabama,Summer
70,Male,Blouse,Clothing,71,Massachusetts,Winter
70,Male,Sweater,Clothing,35,Indiana,Fall
19,Male,Gloves,Accessories,38,West Virginia,Winter
25,Male,Scarf,Accessories,59,Michigan,Summer
19,Male,Hoodie,Clothing,91,Pennsylvania,Summer
25,Male,Shorts,Clothing,68,Alaska,Spring
60,Male,Backpack,Accessories,21,Massachusetts,Summer
35,Male,Sunglasses,Accessories,95,North Dakota,Spring
46,Male,Shorts,Clothing,52,Vermont,Spring
41,Male,Dress,Clothing,21,Kentucky,Fall
30,Male,Shorts,Clothing,67,Nevada,Summer
44,Male,Belt,Accessories,42,Utah,Fall
61,Male,Scarf,Accessories,63,North Dakota,Summer
55,Male,Boots,Footwear,41,Iowa,Winter
50,Male,Handbag,Accessories,46,Connecticut,Fall
57,Male,Pants,Clothing,79,Wisconsin,Winter
51,Male,Boots,Footwear,90,Idaho,Fall
18,Male,Shirt,Clothing,71,Montana,Winter
63,Male,Dress,Clothing,87,Connecticut,Summer
34,Male,Hoodie,Clothing,66,Idaho,Spring
25,Male,Pants,Clothing,90,Arkansas,Summer
46,Male,Jeans,Clothing,47,Iowa,Summer
59,Male,Shirt,Clothing,38,Louisiana,Spring
37,Male,Backpack,Accessories,50,Kentucky,Summer
49,Male,Jacket,Outerwear,79,Massachusetts,Summer
22,Male,Scarf,Accessories,91,Virginia,Spring
64,Male,Boots,Footwear,60,New Hampshire,Spring
42,Male,Blouse,Clothing,81,New Hampshire,Summer
37,Male,Hoodie,Clothing,90,Oregon,Summer
26,Male,Jacket,Outerwear,70,South Dakota,Fall
33,Male,Jeans,Clothing,63,Delaware,Spring
30,Male,Jewelry,Accessories,29,Missouri,Spring
21,Male,Socks,Clothing,90,Alaska,Spring
22,Male,Shirt,Clothing,22,Florida,Summer
63,Male,Shorts,Clothing,22,Mississippi,Summer
33,Male,Jewelry,Accessories,62,New Mexico,Fall
43,Male,Blouse,Clothing,57,California,Summer
27,Male,Sweater,Clothing,32,Wyoming,Summer
35,Male,Jewelry,Accessories,53,Missouri,Fall
37,Male,T-shirt,Clothing,79,New Hampshire,Fall
61,Male,Hat,Accessories,61,Texas,Winter
32,Male,Shorts,Clothing,78,North Dakota,Summer
62,Male,Sweater,Clothing,97,Arkansas,Winter
29,Male,Jeans,Clothing,78,Nebraska,Winter
41,Male,Sunglasses,Accessories,56,Minnesota,Summer
48,Male,Boots,Footwear,25,Massachusetts,Summer
43,Male,Coat,Outerwear,28,Arkansas,Spring
34,Male,Shirt,Clothing,57,New Hampshire,Spring
45,Male,Dress,Clothing,36,Rhode Island,Fall
65,Male,Shirt,Clothing,69,New Jersey,Winter
61,Male,Sunglasses,Accessories,48,Montana,Fall
18,Male,Dress,Clothing,58,Colorado,Spring
47,Male,Sunglasses,Accessories,24,Nebraska,Spring
56,Male,Sunglasses,Accessories,31,Minnesota,Winter
64,Male,Shorts,Clothing,29,Minnesota,Summer
26,Male,Jeans,Clothing,69,South Dakota,Summer
22,Male,T-shirt,Clothing,79,West Virginia,Summer
64,Male,Pants,Clothing,39,Nevada,Summer
21,Male,Sunglasses,Accessories,84,North Carolina,Fall
67,Male,Boots,Footwear,66,Illinois,Spring
46,Male,T-shirt,Clothing,92,Michigan,Fall
40,Male,Sandals,Footwear,45,Michigan,Winter
51,Male,Shorts,Clothing,74,Oklahoma,Spring
35,Male,Hat,Accessories,39,South Dakota,Fall
56,Male,Scarf,Accessories,71,Oklahoma,Winter
25,Male,T-shirt,Clothing,95,Maryland,Fall
65,Male,Gloves,Accessories,72,Ohio,Fall
39,Male,Scarf,Accessories,85,Ohio,Fall
47,Male,Boots,Footwear,54,Massachusetts,Fall
36,Male,Gloves,Accessories,41,North Carolina,Spring
66,Male,Coat,Outerwear,24,Florida,Spring
62,Male,Belt,Accessories,99,Montana,Summer
41,Male,Hoodie,Clothing,32,Minnesota,Fall
66,Male,Shoes,Footwear,71,Massachusetts,Summer
51,Male,Dress,Clothing,49,Rhode Island,Winter
33,Male,Gloves,Accessories,50,Minnesota,Fall
57,Male,Jewelry,Accessories,91,Nevada,Fall
45,Male,Belt,Accessories,46,New Mexico,Fall
61,Male,Sweater,Clothing,50,North Carolina,Spring
55,Male,Skirt,Clothing,39,Virginia,Fall
54,Male,Sneakers,Footwear,99,Alaska,Summer
57,Male,Gloves,Accessories,48,Nevada,Winter
27,Male,Coat,Outerwear,77,Pennsylvania,Fall
64,Male,Backpack,Accessories,95,Illinois,Spring
52,Male,Socks,Clothing,100,Delaware,Spring
19,Male,Sneakers,Footwear,54,Vermont,Spring
22,Male,Sweater,Clothing,68,Hawaii,Fall
18,Male,Jeans,Clothing,22,Illinois,Fall
29,Male,Hat,Accessories,84,California,Winter
42,Male,Hat,Accessories,46,Nevada,Summer
49,Male,Handbag,Accessories,53,Kentucky,Winter
49,Male,Shirt,Clothing,60,Alabama,Spring
55,Male,Socks,Clothing,32,Wyoming,Spring
29,Male,Socks,Clothing,50,Massachusetts,Summer
60,Male,Dress,Clothing,94,Utah,Spring
34,Male,Shoes,Footwear,26,New York,Spring
30,Male,Scarf,Accessories,44,Vermont,Winter
28,Male,Hoodie,Clothing,57,Hawaii,Summer
63,Male,T-shirt,Clothing,65,Louisiana,Winter
31,Male,Jeans,Clothing,72,Alabama,Winter
46,Male,Shorts,Clothing,62,Louisiana,Spring
70,Male,Hat,Accessories,21,Indiana,Winter
53,Male,Handbag,Accessories,85,Michigan,Spring
50,Male,Pants,Clothing,51,Rhode Island,Summer
33,Male,Handbag,Accessories,84,Idaho,Fall
22,Male,Sweater,Clothing,37,Louisiana,Summer
50,Male,Scarf,Accessories,44,North Carolina,Summer
34,Male,Sneakers,Footwear,45,New Jersey,Spring
24,Male,Pants,Clothing,35,Alabama,Summer
69,Male,Backpack,Accessories,50,Kentucky,Winter
39,Male,Sandals,Footwear,26,New York,Summer
42,Male,Socks,Clothing,78,Arizona,Fall
42,Male,Coat,Outerwear,82,Maryland,Fall
29,Male,Socks,Clothing,39,Alaska,Spring
55,Male,Belt,Accessories,55,Nevada,Summer
32,Male,Socks,Clothing,20,Utah,Summer
25,Male,Belt,Accessories,29,New Mexico,Fall
38,Male,Pants,Clothing,41,Delaware,Winter
32,Male,Shorts,Clothing,38,Connecticut,Winter
43,Male,Boots,Footwear,47,Mississippi,Summer
41,Male,Dress,Clothing,30,Connecticut,Summer
56,Male,Jeans,Clothing,56,Florida,Summer
27,Male,T-shirt,Clothing,89,New York,Winter
46,Male,Shoes,Footwear,96,Wisconsin,Fall
48,Male,Boots,Footwear,81,South Carolina,Fall
52,Male,Scarf,Accessories,83,South Dakota,Fall
18,Male,Sneakers,Footwear,35,Illinois,Winter
64,Male,Boots,Footwear,56,Alaska,Summer
54,Male,Handbag,Accessories,45,Montana,Summer
31,Male,Shirt,Clothing,62,Minnesota,Winter
30,Male,Hat,Accessories,84,West Virginia,Spring
26,Male,Sweater,Clothing,24,Illinois,Summer
25,Male,Handbag,Accessories,21,Nevada,Spring
59,Male,Shirt,Clothing,91,Idaho,Winter
55,Male,Sunglasses,Accessories,36,Colorado,Winter
56,Male,Sneakers,Footwear,39,Louisiana,Spring
62,Male,Hoodie,Clothing,39,Vermont,Spring
35,Male,Shirt,Clothing,59,Mississippi,Winter
51,Male,Sunglasses,Accessories,27,Georgia,Winter
61,Male,Blouse,Clothing,94,Georgia,Spring
27,Male,Belt,Accessories,94,Nebraska,Fall
54,Male,Dress,Clothing,94,Massachusetts,Winter
31,Male,Shoes,Footwear,51,Colorado,Fall
24,Male,Socks,Clothing,62,Nevada,Fall
42,Male,Socks,Clothing,57,Idaho,Spring
41,Male,Shorts,Clothing,76,Wyoming,Fall
66,Male,Gloves,Accessories,63,Washington,Summer
58,Male,Jacket,Outerwear,80,California,Fall
43,Male,Handbag,Accessories,68,Oklahoma,Fall
52,Male,Backpack,Accessories,89,Nevada,Summer
35,Male,Boots,Footwear,26,Maryland,Summer
23,Male,Gloves,Accessories,90,West Virginia,Winter
25,Male,Hoodie,Clothing,28,Illinois,Spring
33,Male,Coat,Outerwear,29,Kentucky,Spring
48,Male,Shirt,Clothing,31,Illinois,Spring
42,Male,Shirt,Clothing,24,Alabama,Summer
55,Male,Sweater,Clothing,88,Texas,Summer
59,Male,Shirt,Clothing,87,Missouri,Spring
65,Male,Hoodie,Clothing,80,Pennsylvania,Summer
59,Male,Sandals,Footwear,48,Missouri,Winter
31,Male,Belt,Accessories,21,Michigan,Winter
49,Male,Boots,Footwear,72,Kentucky,Spring
53,Male,Hoodie,Clothing,44,New Jersey,Fall
48,Male,Sandals,Footwear,73,Delaware,Fall
23,Male,Jeans,Clothing,61,Missouri,Spring
68,Male,Shoes,Footwear,20,Connecticut,Winter
35,Male,Sandals,Footwear,86,Massachusetts,Summer
34,Male,Dress,Clothing,60,Florida,Spring
62,Male,Hat,Accessories,43,Delaware,Winter
21,Male,Pants,Clothing,44,California,Spring
70,Male,Socks,Clothing,76,Oregon,Spring
55,Male,Shirt,Clothing,33,Alaska,Summer
43,Male,Shorts,Clothing,60,Missouri,Fall
19,Male,Jacket,Outerwear,26,Oklahoma,Fall
47,Male,Hoodie,Clothing,73,Wisconsin,Winter
26,Male,Shoes,Footwear,87,South Carolina,Spring
46,Male,Skirt,Clothing,100,Virginia,Spring
19,Male,Coat,Outerwear,84,Arkansas,Winter
49,Male,Sneakers,Footwear,41,Vermont,Summer
51,Male,Jeans,Clothing,59,Kentucky,Winter
64,Male,Blouse,Clothing,26,Colorado,Winter
67,Male,Sunglasses,Accessories,69,New Mexico,Summer
37,Male,Jacket,Outerwear,20,Colorado,Spring
40,Male,Dress,Clothing,83,North Carolina,Summer
38,Male,Hat,Accessories,54,New Hampshire,Spring
66,Male,Hoodie,Clothing,66,West Virginia,Fall
47,Male,Handbag,Accessories,42,Hawaii,Spring
56,Male,Jeans,Clothing,33,North Dakota,Spring
51,Male,Boots,Footwear,77,Mississippi,Summer
25,Male,Jacket,Outerwear,65,Maine,Fall
37,Male,Sandals,Footwear,39,North Dakota,Summer
41,Male,Belt,Accessories,51,Nebraska,Summer
64,Male,Handbag,Accessories,65,Nebraska,Winter
23,Male,Sunglasses,Accessories,89,Tennessee,Summer
62,Male,Skirt,Clothing,76,Wyoming,Spring
39,Male,Backpack,Accessories,75,Nevada,Spring
52,Male,Sandals,Footwear,61,South Carolina,Summer
50,Male,Boots,Footwear,35,Virginia,Fall
28,Male,Sneakers,Footwear,37,Pennsylvania,Fall
67,Male,Skirt,Clothing,91,Hawaii,Winter
41,Male,Dress,Clothing,99,Ohio,Fall
19,Male,Shorts,Clothing,54,Utah,Summer
70,Male,Handbag,Accessories,47,Minnesota,Winter
49,Male,Scarf,Accessories,77,New Hampshire,Spring
59,Male,Belt,Accessories,84,Arizona,Fall
52,Male,Gloves,Accessories,51,New York,Spring
20,Male,Skirt,Clothing,26,Pennsylvania,Summer
31,Male,Shorts,Clothing,64,New Mexico,Summer
33,Male,Backpack,Accessories,51,Nebraska,Spring
44,Male,Hoodie,Clothing,60,Wyoming,Spring
40,Male,Hat,Accessories,69,Mississippi,Spring
69,Male,Jewelry,Accessories,29,Arkansas,Spring
29,Male,Shirt,Clothing,91,Illinois,Spring
54,Male,Belt,Accessories,70,Nevada,Spring
65,Male,Sweater,Clothing,58,Rhode Island,Summer
54,Male,Hat,Accessories,98,West Virginia,Fall
60,Male,Scarf,Accessories,68,Missouri,Summer
43,Male,Hat,Accessories,44,Kentucky,Summer
44,Male,Jacket,Outerwear,45,Washington,Winter
69,Male,T-shirt,Clothing,99,Alaska,Spring
46,Male,Dress,Clothing,68,Mississippi,Spring
41,Male,Pants,Clothing,56,South Carolina,Spring
32,Male,Sweater,Clothing,43,Missouri,Winter
26,Male,Sunglasses,Accessories,99,New Jersey,Winter
61,Male,Belt,Accessories,56,Louisiana,Fall
49,Male,Hoodie,Clothing,25,South Carolina,Spring
53,Male,Pants,Clothing,74,Vermont,Winter
24,Male,Hoodie,Clothing,56,Arkansas,Winter
37,Male,Sneakers,Footwear,47,Utah,Fall
43,Male,Dress,Clothing,67,Washington,Summer
31,Male,Dress,Clothing,22,Rhode Island,Winter
49,Male,Jeans,Clothing,34,Illinois,Spring
69,Male,Sweater,Clothing,64,Missouri,Spring
65,Male,Shorts,Clothing,42,North Carolina,Spring
41,Male,Shirt,Clothing,82,Massachusetts,Winter
37,Male,Belt,Accessories,81,Arkansas,Summer
70,Male,Coat,Outerwear,24,South Dakota,Summer
63,Male,Sneakers,Footwear,60,Georgia,Fall
55,Male,Shirt,Clothing,24,Arkansas,Spring
52,Male,Socks,Clothing,78,Kansas,Winter
22,Male,Jeans,Clothing,88,Arizona,Winter
54,Male,Jeans,Clothing,63,Massachusetts,Spring
28,Male,Sneakers,Footwear,78,New Mexico,Summer
67,Male,Dress,Clothing,37,Arkansas,Winter
59,Male,Boots,Footwear,94,Nebraska,Fall
26,Male,T-shirt,Clothing,78,Hawaii,Fall
24,Male,Coat,Outerwear,36,Nebraska,Winter
62,Male,Skirt,Clothing,24,Indiana,Winter
70,Male,Sneakers,Footwear,84,Colorado,Spring
45,Male,Jeans,Clothing,47,Oregon,Spring
58,Male,Hoodie,Clothing,51,Ohio,Fall
31,Male,Shoes,Footwear,84,Maine,Summer
32,Male,Shorts,Clothing,24,Iowa,Summer
36,Male,Blouse,Clothing,97,Wisconsin,Fall
25,Male,T-shirt,Clothing,89,New York,Winter
48,Male,Belt,Accessories,44,Colorado,Spring
39,Male,Handbag,Accessories,35,Illinois,Winter
26,Male,Dress,Clothing,91,Arizona,Winter
32,Male,Hat,Accessories,63,Oklahoma,Winter
54,Male,Belt,Accessories,97,Indiana,Spring
38,Male,Boots,Footwear,38,Minnesota,Summer
46,Male,Coat,Outerwear,24,Pennsylvania,Spring
57,Male,Blouse,Clothing,32,Indiana,Winter
49,Male,Hat,Accessories,90,Alabama,Summer
33,Male,Jeans,Clothing,36,Montana,Summer
54,Male,Backpack,Accessories,37,New Mexico,Winter
47,Male,Dress,Clothing,51,Alaska,Summer
36,Male,Hat,Accessories,71,Idaho,Fall
68,Male,Sunglasses,Accessories,50,Utah,Spring
60,Male,Hat,Accessories,74,Louisiana,Fall
55,Male,Dress,Clothing,75,Mississippi,Summer
29,Male,Shirt,Clothing,99,Mississippi,Spring
38,Male,Scarf,Accessories,23,Indiana,Spring
70,Male,Sneakers,Footwear,53,Washington,Winter
36,Male,Skirt,Clothing,99,Nevada,Spring
18,Male,Jewelry,Accessories,48,Louisiana,Spring
62,Male,Boots,Footwear,72,Pennsylvania,Fall
29,Male,Sunglasses,Accessories,64,Michigan,Spring
21,Male,Boots,Footwear,63,South Carolina,Spring
42,Male,Sandals,Footwear,51,Arizona,Spring
43,Male,Boots,Footwear,55,Delaware,Spring
58,Male,Dress,Clothing,55,Kentucky,Spring
27,Male,Hoodie,Clothing,26,Georgia,Summer
57,Male,Shorts,Clothing,67,North Carolina,Summer
40,Male,Coat,Outerwear,31,California,Fall
45,Male,Jeans,Clothing,66,California,Winter
47,Male,Sunglasses,Accessories,67,Indiana,Summer
61,Male,Sneakers,Footwear,61,Colorado,Winter
60,Male,Jacket,Outerwear,75,Colorado,Fall
69,Male,Skirt,Clothing,90,North Carolina,Spring
58,Male,Sweater,Clothing,40,Washington,Summer
34,Male,T-shirt,Clothing,90,Florida,Fall
20,Male,Belt,Accessories,20,Washington,Spring
56,Male,Gloves,Accessories,40,Colorado,Summer
64,Male,Hat,Accessories,33,New Hampshire,Fall
56,Male,Boots,Footwear,98,Maryland,Spring
27,Male,Belt,Accessories,42,Maryland,Spring
35,Male,Coat,Outerwear,62,Texas,Summer
24,Male,Hat,Accessories,45,New Mexico,Winter
26,Male,Shoes,Footwear,78,Utah,Summer
32,Male,Handbag,Accessories,80,West Virginia,Fall
54,Male,Scarf,Accessories,96,Connecticut,Spring
62,Male,Handbag,Accessories,47,West Virginia,Summer
50,Male,Pants,Clothing,84,Ohio,Winter
70,Male,Shoes,Footwear,31,Texas,Spring
48,Male,Sunglasses,Accessories,63,Washington,Spring
20,Male,Shorts,Clothing,97,Wisconsin,Spring
46,Male,Jacket,Outerwear,99,Louisiana,Winter
51,Male,Sandals,Footwear,90,Iowa,Winter
53,Male,Shoes,Footwear,68,New York,Fall
44,Male,Jewelry,Accessories,80,Idaho,Spring
29,Male,Sandals,Footwear,91,Delaware,Summer
64,Male,Pants,Clothing,30,Kentucky,Spring
51,Male,Shoes,Footwear,90,Connecticut,Spring
50,Male,Socks,Clothing,28,New Mexico,Spring
43,Male,Socks,Clothing,46,Georgia,Winter
61,Male,Dress,Clothing,60,Washington,Fall
55,Male,Shoes,Footwear,59,North Dakota,Spring
56,Male,Hat,Accessories,68,Ohio,Fall
33,Male,Backpack,Accessories,79,Tennessee,Summer
43,Male,Backpack,Accessories,94,New York,Winter
21,Male,Pants,Clothing,83,Michigan,Summer
58,Male,Gloves,Accessories,62,Georgia,Spring
41,Male,Scarf,Accessories,85,New Mexico,Spring
39,Male,Hoodie,Clothing,30,Louisiana,Summer
54,Male,Jeans,Clothing,24,South Dakota,Spring
43,Male,Backpack,Accessories,25,Montana,Spring
28,Male,Sandals,Footwear,37,New Mexico,Summer
59,Male,Belt,Accessories,69,South Carolina,Summer
28,Male,Shoes,Footwear,97,Ohio,Summer
68,Male,Gloves,Accessories,24,North Carolina,Summer
20,Male,Belt,Accessories,30,Idaho,Summer
21,Male,Jacket,Outerwear,53,Oklahoma,Fall
50,Male,Dress,Clothing,70,Georgia,Spring
32,Male,Shirt,Clothing,76,Kentucky,Winter
24,Male,Scarf,Accessories,95,Delaware,Fall
55,Male,Coat,Outerwear,51,Massachusetts,Winter
61,Male,Handbag,Accessories,41,Nebraska,Winter
61,Male,Sunglasses,Accessories,71,Maine,Winter
28,Male,T-shirt,Clothing,66,Pennsylvania,Summer
60,Male,Shirt,Clothing,84,Nebraska,Winter
49,Male,Handbag,Accessories,95,Virginia,Winter
33,Male,Jewelry,Accessories,90,Ohio,Summer
45,Male,Hoodie,Clothing,36,Nebraska,Summer
29,Male,Gloves,Accessories,22,Ohio,Spring
58,Male,Coat,Outerwear,89,Kentucky,Winter
22,Male,Sandals,Footwear,50,Tennessee,Spring
55,Male,Boots,Footwear,36,Maine,Fall
19,Male,Pants,Clothing,52,Montana,Spring
68,Male,Socks,Clothing,29,Maryland,Fall
61,Male,Blouse,Clothing,89,Georgia,Fall
68,Male,Handbag,Accessories,47,Hawaii,Fall
52,Male,Jewelry,Accessories,25,Rhode Island,Spring
41,Male,Pants,Clothing,74,Nebraska,Fall
29,Male,Belt,Accessories,46,Michigan,Fall
68,Male,Jeans,Clothing,22,North Carolina,Fall
36,Male,Shirt,Clothing,25,Minnesota,Summer
55,Male,Belt,Accessories,80,Maryland,Spring
28,Male,Jeans,Clothing,76,Hawaii,Spring
39,Male,Jeans,Clothing,30,Oregon,Summer
54,Male,Sweater,Clothing,79,New Mexico,Fall
40,Male,Sneakers,Footwear,22,Illinois,Winter
31,Male,Socks,Clothing,36,Utah,Fall
30,Male,Socks,Clothing,77,Maine,Fall
45,Male,Sunglasses,Accessories,33,Virginia,Fall
48,Male,Sneakers,Footwear,64,Florida,Winter
45,Male,Socks,Clothing,53,Ohio,Fall
60,Male,Shoes,Footwear,36,Virginia,Fall
59,Male,Blouse,Clothing,70,Kansas,Spring
18,Male,Shorts,Clothing,96,Arkansas,Winter
70,Male,Jacket,Outerwear,27,Massachusetts,Spring
